Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
Thai Garden,216,Dalton,Fort Oglethorpe,-85.2545,34.9546,Thai,25,0,0,0,2,4.2,111
Southern Bliss Bakery,216,Dalton,LaFayette,-85.294955,34.705093,"Desserts, Sandwich",10,0,0,0,1,3.7,25
Bailey's Bar-B-Que,216,Dalton,Ringgold,-85.1321,34.9273,BBQ,10,0,0,0,1,4.1,128
Farm To Fork,216,Dalton,Ringgold,-85.130492,34.912109,"American, Diner, Southern",10,0,0,0,1,4.3,244
Home Plate Grill,216,Dalton,Ringgold,-85.1079396,34.9151853,"American, BBQ, Southern",10,0,0,0,1,4.2,112
Pie Slingers Pizzeria,216,Dalton,Rock Spring,-85.249727,34.851907,"Italian, Pizza",10,0,0,0,1,4.1,144
Olive Tree Cafe,216,Davenport,Bettendorf,-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,0,0,0,2,4.6,166
"Red Ginger Sushi, Grill & Bar",216,Davenport,Bettendorf,-90.522479,41.53845,"Sushi, Teriyaki",40,0,0,0,3,4.5,208
Crust Stone Oven Pizza,216,Davenport,Bettendorf,-90.4912446,41.5747801,"Burger, Pizza",25,0,0,0,2,3.9,136
Jimmy's Pancake House,216,Davenport,Bettendorf,-90.504176,41.548746,"American, Breakfast, Greek",10,0,0,0,1,4.0,85
Trattoria Tiramisu,216,Davenport,Bettendorf,-90.50709,41.525384,Italian,25,0,0,0,2,4.1,117
Prairie Grille at SteepleGate Inn,216,Davenport,Davenport,-90.574088,41.593892,"American, Breakfast",25,0,0,0,2,3.4,53
Tantra Asian Bistro,216,Davenport,Davenport,-90.565837,41.574459,Asian,25,0,0,0,2,4.9,474
Chick-fil-A,216,Davenport,Davenport,-90.5716,41.5604,Fast Food,10,0,0,0,1,3.9,125
Duck City Bistro,216,Davenport,Davenport,-90.5737,41.5223,"American, French",70,0,0,0,4,3.7,201
Azteca,216,Davenport,Davenport,-90.5683,41.5699,Mexican,0,0,0,0,1,4.3,167
China Cafe,216,Davenport,Davenport,-90.5321,41.5749,Chinese,25,0,0,0,2,4.0,112
Exotic Thai Restaurant,216,Davenport,Davenport,-90.5432,41.5747,Thai,25,0,0,0,2,4.1,256
Front Street Brewery,216,Davenport,Davenport,-90.572418,41.520389,American,10,0,0,0,1,4.3,123
Granite City Food & Brewery,216,Davenport,Davenport,-90.5137,41.5745,American,25,0,0,0,2,4.0,199
Los Agaves,216,Davenport,Davenport,-90.5686,41.559,Mexican,25,0,0,0,2,4.1,157
Machine Shed Restaurant,216,Davenport,Davenport,-90.6136,41.5944,American,25,0,0,0,2,4.1,100
Osaka,216,Davenport,Davenport,-90.515175,41.570997,"Japanese, Sushi",40,0,0,0,3,4.2,141
Texas Roadhouse,216,Davenport,Davenport,-90.517,41.5747,"American, BBQ, Steak",25,0,0,0,2,4.2,197
Hickory Park,216,Des Moines,Ames,-93.610084,42.010254,"BBQ, Burger, Desserts",25,0,0,0,2,4.5,1025
The Cafe,216,Des Moines,Ames,-93.643094,42.048779,"American, Coffee and Tea",25,0,0,0,2,4.9,570
Flying Mango,216,Des Moines,Beaverdale,-93.677638,41.614965,"BBQ, Caribbean, Cajun",40,0,0,0,3,4.5,674
Cool Basil,216,Des Moines,Clive,-93.739573,41.600564,"Asian, Sushi, Thai",25,0,0,0,2,4.1,496
HuHot Mongolian Grill,216,Des Moines,Clive,-93.760027,41.60028,"Asian, Chinese",25,0,0,0,2,4.0,411
Malo,216,Des Moines,Downtown,-93.627896,41.583309,"Latin American, Mexican",25,0,0,0,2,3.2,113
Centro,216,Des Moines,Downtown,-93.6300803,41.5857431,"Italian, Pizza",40,0,0,0,3,4.5,1109
Fong's Pizza,216,Des Moines,Downtown,-93.621631,41.585465,"Chinese, Pizza",25,0,0,0,2,4.6,728
A Dong Restaurant,216,Des Moines,Downtown,-93.637401,41.587219,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,0,0,0,1,4.4,659
Court Avenue Brewing Company,216,Des Moines,Downtown,-93.620726,41.58536,"American, Pizza, Bar Food",40,0,0,0,3,4.2,370
Django,216,Des Moines,Downtown,-93.629436,41.584027,French,40,0,0,0,3,4.3,532
Miyabi 9,216,Des Moines,East Village,-93.611366,41.590819,"Japanese, Sushi",25,0,0,0,2,4.8,860
Zombie Burger + Drink Lab,216,Des Moines,East Village,-93.61474,41.590106,"Burger, Desserts, Vegetarian",10,0,0,0,1,4.2,943
Tursi's Latin King,216,Des Moines,Fairground,-93.577383,41.601415,"American, Italian",70,0,0,0,4,4.1,476
Tsing Tsao South,216,Des Moines,Greater South Side,-93.645245,41.545869,Chinese,10,0,0,0,1,4.1,218
Bandit Burrito,216,Des Moines,Johnston,-93.6976773,41.6714654,"Breakfast, Mexican, Southwestern",10,0,0,0,1,4.0,214
Jethro's BBQ,216,Des Moines,Kingman Place Historic District,-93.659797,41.603901,"American, BBQ",25,0,0,0,2,4.3,699
The Machine Shed Restaurant,216,Des Moines,Urbandale,-93.772033,41.615083,"American, Breakfast",25,0,0,0,2,3.8,308
Mi Patria,216,Des Moines,West Des Moines,-93.73624,41.594039,Latin American,25,0,0,0,2,4.0,157
Waterfront Seafood Market,216,Des Moines,West Des Moines,-93.7441981,41.5991771,"Seafood, Sushi",40,0,0,0,3,4.2,530
The Giggling Goat,14,Dicky Beach,Dicky Beach,153.137401,-26.783576,"Coffee and Tea, Tea, Modern Australian",7,0,0,0,1,3.6,29
Burnt Toast Cafe,216,Dubuque,Dubuque,-90.667668,42.504759,Breakfast,10,0,0,0,1,3.4,33
Catfish Charlie's,216,Dubuque,Dubuque,-90.6499328,42.5124724,Seafood,25,0,0,0,2,3.3,40
Salsa's Mexican Restaurant,216,Dubuque,Dubuque,-90.6684746,42.5032004,Mexican,10,0,0,0,1,3.4,153
Tony Roma's,216,Dubuque,Dubuque,-90.658609,42.496464,"American, BBQ, Seafood",25,0,0,0,2,3.3,65
Vinny Vanucchi's,216,Dubuque,Dubuque,-90.664029,42.495689,Italian,25,0,0,0,2,3.4,58
Champps Americana,216,Dubuque,Dubuque,-90.715247,42.492018,"American, Burger, Sandwich",25,0,0,0,2,3.5,100
Fiesta Cancun,216,Dubuque,Dubuque,-90.740213,42.49092,Mexican,10,0,0,0,1,3.6,156
Happy Joe's Pizza & Ice Cream,216,Dubuque,Dubuque,-90.7264,42.4955,"Desserts, Pizza, Ice Cream",0,0,0,0,1,3.5,74
Houlihan's,216,Dubuque,Dubuque,-90.645294,42.516621,"American, Burger",25,0,0,0,2,3.6,117
Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,Dubuque,-90.712084,42.492963,"Japanese, Steak, Sushi",40,0,0,0,3,3.7,83
Kalmes Breaktime Bar & Grill,216,Dubuque,Dubuque,-90.6646,42.5043,"American, Burger",25,0,0,0,2,3.6,48
L. May Eatery,216,Dubuque,Dubuque,-90.668164,42.503075,"International, Pizza",40,0,0,0,3,3.8,198
Los Aztecas,216,Dubuque,Dubuque,-90.7055,42.4916,Mexican,10,0,0,0,1,3.5,126
Manna Java World Cafe,216,Dubuque,Dubuque,-90.6677349,42.500191,"Breakfast, Pizza",10,0,0,0,1,3.5,119
Mario's Italian Restaurant,216,Dubuque,Dubuque,-90.6691,42.5048,"American, Italian",25,0,0,0,2,3.6,140
Pepper Sprout Incorporated,216,Dubuque,Dubuque,-90.6651,42.4974,American,40,0,0,0,3,3.6,159
Shot Tower Inn,216,Dubuque,Dubuque,-90.6658,42.4963,"Italian, Pizza",25,0,0,0,2,3.6,131
Sunshine Family Restaurant,216,Dubuque,Dubuque,-90.663686,42.4982789,"American, Breakfast, Burger",10,0,0,0,1,3.5,60
Watershed Cafe,216,Dubuque,Dubuque,-90.684882,42.527556,"American, Burger, Pizza, Cafe",25,0,0,0,2,3.7,89
Woodfire Grille,216,Dubuque,Dubuque,-90.658988,42.496378,"American, Seafood, Steak",70,0,0,0,4,3.6,72
The Belle General,14,East Ballina,East Ballina,153.593331,-28.862663,Cafe,20,0,0,0,2,4.1,56
Jehova es Mi Pastor Tacos y Burritos,216,Fernley,Fernley,-119.252694,39.607515,Mexican,10,0,0,0,1,3.7,83
Flaxton Gardens,14,Flaxton,Flaxton,152.8771473,-26.6521332,"Tea, Modern Australian",30,0,0,0,3,3.5,37
Bespoke Harvest,14,Forrest,Forrest,143.714315,-38.517292,"Cafe, Australian",20,0,0,0,2,3.7,29
Houndstooth Grill & Tavern,216,Gainesville,Braselton,-83.8461,34.0901,"American, Sandwich, Seafood",25,0,0,0,2,4.4,239
Hawg Wild BBQ & Catfish House,216,Gainesville,Clarkesville,-83.520693,34.61802,"BBQ, Burger, Seafood",10,0,0,0,1,4.1,235
Bourbon Street Grille,216,Gainesville,Dahlonega,-83.985353,34.532973,"American, Burger, Cajun",25,0,0,0,2,3.8,88
Smokin Gold BBQ,216,Gainesville,Dahlonega,-83.983939,34.533626,BBQ,10,0,0,0,1,3.9,133
Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,Dahlonega,-83.989317,34.541044,"Chinese, Japanese, Thai",10,0,0,0,1,4.4,267
Shenanigan's Irish Pub,216,Gainesville,Dahlonega,-83.986119,34.533198,"Bar Food, Seafood, Vegetarian",25,0,0,0,2,4.1,171
Fish Tales Lakeside Grille,216,Gainesville,Flowery Branch,-83.938024,34.183573,Seafood,25,0,0,0,2,3.8,107
Antebellum,216,Gainesville,Flowery Branch,-83.926217,34.185707,"American, Southern",40,0,0,0,3,4.3,164
Moonie's Texas Barbecue,216,Gainesville,Flowery Branch,-83.927794,34.180043,"BBQ, Sandwich",10,0,0,0,1,4.1,182
Atlanta Highway Seafood Market,216,Gainesville,Gainesville,-83.838457,34.285102,"Sandwich, Seafood, Cajun",25,0,0,0,2,4.9,681
Eat at Thai,216,Gainesville,Gainesville,-83.857993,34.300182,Thai,10,0,0,0,1,4.6,357
Smoke House BBQ and Catering,216,Gainesville,Gainesville,-83.860098,34.222755,BBQ,25,0,0,0,2,3.8,89
2 Dog,216,Gainesville,Gainesville,-83.824023,34.300567,"American, European, Sandwich",25,0,0,0,2,4.2,350
Longstreet Cafe,216,Gainesville,Gainesville,-83.8272,34.3166,Southern,10,0,0,0,1,4.3,298
Re-Cess,216,Gainesville,Gainesville,-83.82686,34.300332,"American, Southern",25,0,0,0,2,4.2,319
Bodensee,216,Gainesville,Helen,-83.727741,34.701594,German,40,0,0,0,3,3.8,114
Hofer's Bakery & Cafe,216,Gainesville,Helen,-83.7345,34.7024,"German, Ice Cream",10,0,0,0,1,3.9,136
Troll Tavern,216,Gainesville,Helen,-83.7334,34.7021,"Burger, German, Sandwich",25,0,0,0,2,2.2,108
The Nacoochee Village Tavern & Pizzeria,216,Gainesville,Helen,-83.713498,34.691208,"Italian, Pizza, Sandwich",10,0,0,0,1,4.0,161
Blue Bean Love Cafe,14,Hepburn Springs,Hepburn Springs,144.1387014,-37.3123267,"Cafe, Coffee and Tea, Modern Australian",20,0,0,0,2,3.8,192
La Trattoria of Lavandula,14,Hepburn Springs,Hepburn Springs,144.110062,-37.275494,"Italian, Fusion, Cafe",7,0,0,0,1,3.8,93
5 Little Pigs,14,Huskisson,Huskisson,150.6710743,-35.0388698,"Breakfast, Modern Australian",20,0,0,0,2,4.1,40
Beach Box Cafe,14,Inverloch,Inverloch,145.7287133,-38.6347458,"Burger, Coffee and Tea, Modern Australian",7,0,0,0,1,3.7,100
Funkey Monkey,14,Lakes Entrance,Lakes Entrance,147.9942247,-37.8783865,"Breakfast, Coffee and Tea",7,0,0,0,1,3.8,97
Burger Queen Drive In,216,Lakeview,Lakeview,-120.3458,42.1885,"Burger, Desserts, Sandwich",10,0,0,0,1,3.6,41
Blue Orchid Thai Restaurant,216,Lincoln,Haymarket,-96.7072,40.8143,Thai,25,0,0,0,2,4.5,799
Stillwater on Belmore,14,Lorn,Lorn,151.558475,-32.728097,"Breakfast, Coffee and Tea",20,0,0,0,2,3.6,18
Mr.,14,Macedon,Macedon,144.564174,-37.423189,Cafe,20,0,0,0,2,3.5,31
Emilio's Cuban Cafe,216,Macon,Bonaire,-83.594494,32.567741,"Coffee and Tea, Cuban, Latin American",25,0,0,0,2,3.9,146
Ingleside Village Pizza,216,Macon,Macon,-83.657061,32.853896,"Pizza, Sandwich",10,0,0,0,1,4.9,478
Jim Shaw's Seafood Grill & Bar,216,Macon,Macon,-83.6737,32.8496,Seafood,25,0,0,0,2,4.6,467
Mandarin Chinese Restaurant,216,Macon,Macon,-83.6766,32.8899,"Chinese, Thai",25,0,0,0,2,4.5,302
Rookery,216,Macon,Macon,-83.6279,32.8361,"Burger, Desserts, Bar Food",25,0,0,0,2,4.5,289
Bonefish Grill,216,Macon,Macon,-83.713978,32.929278,"American, Seafood",40,0,0,0,3,4.1,293
Downtown Grill,216,Macon,Macon,-83.6276,32.8375,Steak,70,0,0,0,4,4.0,195
Greek Corner Deli,216,Macon,Macon,-83.628703,32.83654,"Desserts, Greek, Sandwich",10,0,0,0,1,4.3,244
Natalia's,216,Macon,Macon,-83.787993,32.928495,"European, Italian, Mediterranean",70,0,0,0,4,4.2,379
Papouli's Mediterranean Cafe & Market,216,Macon,Macon,-83.6873,32.901,"Greek, Mediterranean, Vegetarian",10,0,0,0,1,4.2,223
Benson's Steak and Sushi,216,Macon,Warner Robins,-83.662421,32.556873,"American, Chinese, Sushi",25,0,0,0,2,3.7,243
My Fathers Place,216,Macon,Warner Robins,-83.624,32.5786,Italian,25,0,0,0,2,3.7,104
Sushi Thai Restaurant,216,Macon,Warner Robins,-83.6665,32.6184,"Japanese, Sushi, Thai",10,0,0,0,1,3.7,153
The Mellow Mushroom,216,Macon,Warner Robins,-83.691044,32.552684,"Pizza, Sandwich, Vegetarian",25,0,0,0,2,3.8,323
El Jalisciense Mexican Restaurant,216,Macon,Warner Robins,-83.64935,32.594666,Mexican,10,0,0,0,1,4.1,181
Greek Village,216,Macon,Warner Robins,-83.636618,32.6176839,"American, Greek, Seafood",25,0,0,0,2,4.0,316
Martin's BBQ,216,Macon,Warner Robins,-83.600201,32.619321,BBQ,25,0,0,0,2,4.2,288
Thai Pepper,216,Macon,Warner Robins,-83.665557,32.593264,"Japanese, Sushi, Thai",10,0,0,0,1,4.0,232
Zen Japanese Steakhouse and Sushi Bar,216,Macon,Warner Robins,-83.7184,32.6147,"Japanese, Steak, Sushi",40,0,0,0,3,4.1,314
Star Buffet,14,Mayfield,Mayfield,151.7343832,-32.899178,Asian,20,0,0,0,2,2.9,11
Triangle Restaurant,216,Mc Millan,Mc Millan,-85.7363,46.3718,"Breakfast, Burger",10,0,0,0,1,2.4,17
Three Anchors,14,Middleton Beach,Middleton Beach,117.917166,-35.025861,"Bar Food, Modern Australian",30,0,0,0,3,3.8,176
Vince's Restaurant & Pizzeria,216,Monroe,Monroe,-89.653487,42.606306,"Italian, Pizza",25,0,0,0,2,3.6,65
Poets Cafe,14,Montville,Montville,152.893735,-26.690462,"Coffee and Tea, Modern Australian",30,0,0,0,3,2.4,193
The Artesian Restaurant,216,Ojo Caliente,Ojo Caliente,-106.057666,36.313638,"American, International, Southwestern",40,0,0,0,3,3.6,30
Cev�_che Tapas Bar & Restaurant,216,Orlando,Church Street District,-81.381077,28.540432,"Spanish, Tapas",40,0,0,0,3,4.4,981
'Ohana,216,Orlando,Disney World Area,-81.585226,28.405437,Hawaiian,45,0,0,0,3,4.5,1151
Earl of Sandwich,216,Orlando,Disney: Downtown Disney,-81.514608,28.372858,"American, Sandwich, Salad",35,0,0,0,3,4.7,1341
Raglan Road Irish Pub and Restaurant,216,Orlando,Disney: Downtown Disney,-81.517725,28.371338,Irish,50,0,0,0,4,4.3,782
Caf�� Tu Tu Tango,216,Orlando,I-Drive/Universal,-81.469986,28.440344,"New American, Tapas",40,0,0,0,3,4.6,1293
Texas de Brazil,216,Orlando,I-Drive/Universal,-81.4510725,28.4676808,"Brazilian, Steak",100,0,0,0,4,4.6,2324
Bahama Breeze Island Grille,216,Orlando,I-Drive/Universal,-81.471526,28.437065,Caribbean,45,0,0,0,3,4.3,910
Maggiano's Little Italy,216,Orlando,I-Drive/Universal,-81.471447,28.433235,Italian,50,0,0,0,4,4.4,886
Hawkers Asian Street Fare,216,Orlando,Mills 50,-81.364347,28.560505,"Asian, Thai",35,0,0,0,3,4.6,1293
Tako Cheena by Pom Pom,216,Orlando,Mills 50,-81.364547,28.557845,"Asian, Latin American, Vegetarian",10,0,0,0,1,4.4,570
Seasons 52 Fresh Grill,216,Orlando,Restaurant Row,-81.487978,28.448175,American,60,0,0,0,4,4.4,1685
Hollerbach's Willow Tree Caf��,216,Orlando,Sanford,-81.266871,28.811653,German,40,0,0,0,3,4.8,1699
Pom Pom's Teahouse and Sandwicheria,216,Orlando,The Milk District,-81.351467,28.543571,"American, Sandwich, Tea",25,0,0,0,2,4.9,1457
Yellow Dog Eats,216,Orlando,Windermere,-81.522987,28.527592,"American, BBQ, Sandwich",35,0,0,0,3,4.9,1252
Tibby's New Orleans Kitchen,216,Orlando,Winter Park,-81.322631,28.601088,Cajun,25,0,0,0,2,4.7,1412
The Coop,216,Orlando,Winter Park,-81.357219,28.597366,"Southern, Cajun, Soul Food",25,0,0,0,2,3.6,432
Bosphorous Turkish Cuisine,216,Orlando,Winter Park,-81.3508344,28.5976271,"Mediterranean, Turkish",40,0,0,0,3,4.2,568
Ethos Vegan Kitchen,216,Orlando,Winter Park,-81.352921,28.592857,"American, Breakfast, Vegetarian",25,0,0,0,2,4.4,797
The Ravenous Pig,216,Orlando,Winter Park,-81.356024,28.593297,Pub Food,40,0,0,0,3,4.4,1998
Vivo Bar and Grill,14,Palm Cove,Palm Cove,145.670768,-16.748083,"Mediterranean, Seafood",30,0,0,0,3,4.4,381
Pier 70,14,Paynesville,Paynesville,147.7227832,-37.9194154,Modern Australian,120,0,0,0,4,2.6,16
DiVine,14,Penola,Penola,140.837409,-37.379153,"Cafe, Coffee and Tea, Sandwich",20,0,0,0,2,3.4,19
Cactus Flower Cafe Navarre,216,Pensacola,Navarre,-86.8573393,30.4025979,"Mexican, Southwestern, Tex-Mex",25,0,0,0,2,4.2,635
McGuire's Irish Pub & Brewery,216,Pensacola,Pensacola,-87.2027,30.4179,"Burger, Bar Food, Steak",40,0,0,0,3,4.9,2238
New Yorker Deli & Pizzeria,216,Pensacola,Pensacola,-87.1819,30.4251,"Italian, Pizza, Sandwich",10,0,0,0,1,4.6,792
Tu-Do Vietnamese Restaurant,216,Pensacola,Pensacola,-87.2216,30.4982,"Asian, Vietnamese",10,0,0,0,1,4.5,828
Carrabba's Italian Grill,216,Pensacola,Pensacola,-87.205855,30.417318,"Italian, Pizza, Seafood",40,0,0,0,3,3.7,292
Jaco's Bayfront Bar and Grille,216,Pensacola,Pensacola,-87.213274,30.403034,Tapas,25,0,0,0,2,3.9,502
The Tin Cow,216,Pensacola,Pensacola,-87.2150874,30.4116106,"Burger, Bar Food",25,0,0,0,2,3.7,559
Cactus Flower Cafe,216,Pensacola,Pensacola,-87.2080932,30.4473322,"Latin American, Mexican, Southwestern",25,0,0,0,2,4.2,1268
Dharma Blue,216,Pensacola,Pensacola,-87.2092,30.4101,"Seafood, Sushi",40,0,0,0,3,4.1,669
Global Grill,216,Pensacola,Pensacola,-87.2153054,30.411878,"European, International, Tapas",40,0,0,0,3,4.4,900
Ichiban,216,Pensacola,Pensacola,-87.2252,30.4767,"Japanese, Sushi",25,0,0,0,2,4.3,765
The Fish House,216,Pensacola,Pensacola,-87.211082,30.407358,"American, Seafood, Sushi",40,0,0,0,3,4.0,1270
Tuscan Oven,216,Pensacola,Pensacola,-87.214,30.4692,"Italian, Mediterranean, Pizza",25,0,0,0,2,4.1,502
Flounders Chowder House,216,Pensacola,Pensacola Beach,-87.143,30.3359,Seafood,40,0,0,0,3,3.9,724
Hemingway's Island Grill,216,Pensacola,Pensacola Beach,-87.142602,30.335521,"Caribbean, Seafood, Steak",40,0,0,0,3,3.5,479
Native Cafe,216,Pensacola,Pensacola Beach,-87.132932,30.334776,"Breakfast, Burger",25,0,0,0,2,4.2,591
Peg Leg Pete's,216,Pensacola,Pensacola Beach,-87.164376,30.327864,"Burger, Sandwich, Seafood",40,0,0,0,3,4.4,1408
The Grand Marlin,216,Pensacola,Pensacola Beach,-87.149178,30.34262,"Caribbean, Seafood",40,0,0,0,3,4.3,905
Original Georgios Authentic Greek Food,216,Pensacola,Perdido Key,-87.4218962,30.3199824,Greek,10,0,0,0,1,4.7,816
Fisherman's Corner,216,Pensacola,Perdido Key,-87.427707,30.308468,"Sandwich, Seafood, Cajun",40,0,0,0,3,4.4,747
Mad Cowes Cafe,14,Phillip Island,Phillip Island,145.237813,-38.448307,"Breakfast, Coffee and Tea, Modern Australian",20,0,0,0,2,3.7,351
Rupes Burgers,216,Pocatello,Blackfoot,-112.3415,43.1903,"Burger, Fast Food",10,0,0,0,1,3.7,104
Texas Roadhouse,216,Pocatello,Chubbuck,-112.461326,42.910518,"American, BBQ, Steak",45,0,0,0,3,3.5,83
Riverwalk Cafe,216,Pocatello,Lava Hot Springs,-112.0132,42.62,"Asian, Thai",10,0,0,0,1,3.6,91
Royal Hotel,216,Pocatello,Lava Hot Springs,-112.0127,42.6192,"Pizza, Bar Food",0,0,0,0,1,3.6,59
Buddy's Italian Restaurant,216,Pocatello,Pocatello,-112.4423,42.8661,"Italian, Pizza, Sandwich",40,0,0,0,3,3.7,222
Butterburrs,216,Pocatello,Pocatello,-112.4516,42.8919,"American, Breakfast",30,0,0,0,3,3.6,121
Chang Garden,216,Pocatello,Pocatello,-112.441,42.8928,Chinese,10,0,0,0,1,3.5,93
Fifth Street Bagelry,216,Pocatello,Pocatello,-112.4397,42.8631,"Coffee and Tea, Sandwich",10,0,0,0,1,3.8,136
Goody's Deli,216,Pocatello,Pocatello,-112.4365,42.8604,"Pizza, Sandwich",10,0,0,0,1,3.8,160
Grecian Key Restaurant,216,Pocatello,Pocatello,-112.4524,42.8639,"American, Greek",25,0,0,0,2,3.7,152
Outer Limits Fun Zone,216,Pocatello,Pocatello,-112.459988,42.878077,"Burger, Pizza, Sandwich",10,0,0,0,1,3.5,57
Portneuf Valley Brewing,216,Pocatello,Pocatello,-112.443213,42.860024,"American, Pizza",25,0,0,0,2,3.7,191
Sandpiper Restaurant & Lounge,216,Pocatello,Pocatello,-112.432,42.9012,"American, Seafood, Steak",40,0,0,0,3,3.6,85
Senor Iguanas,216,Pocatello,Pocatello,-112.4433,42.8942,Mexican,0,0,0,0,1,3.6,108
Sushi Family,216,Pocatello,Pocatello,-112.452013,42.88245,"Asian, Sushi, Vegetarian",25,0,0,0,2,3.6,132
Taste of India Nepal,216,Pocatello,Pocatello,-112.45253,42.863969,"Indian, International, Vegetarian",25,0,0,0,2,3.8,141
Thai Paradise,216,Pocatello,Pocatello,-112.450106,42.861871,"Desserts, Thai",25,0,0,0,2,3.7,162
The Bridge,216,Pocatello,Pocatello,-112.4413856,42.8585987,New American,40,0,0,0,3,3.6,144
El Herradero,216,Pocatello,Pocatello,-112.4419,42.8774,Mexican,10,0,0,0,1,4.1,365
Barrett Junction Cafe,216,Potrero,Potrero,-116.704731,32.613431,"American, BBQ, Burger",25,0,0,0,2,3.3,9
Blue Point Grill,216,Princeton,Princeton,-74.651139,40.352385,Seafood,70,0,0,0,4,4.0,542
Giovanni's Shrimp Truck,216,Rest of Hawaii,Kahuku,-157.948486,21.677078,Seafood,25,0,0,0,2,4.5,691
Kona Brewing Company,216,Rest of Hawaii,Kailua Kona,-155.997362,19.642752,"American, Pizza, Bar Food",35,0,0,0,3,4.7,764
Coconuts Fish Cafe,216,Rest of Hawaii,Kihei,-156.455284,20.748838,Seafood,30,0,0,0,3,4.5,487
Kihei Caffe,216,Rest of Hawaii,Kihei,-156.451847,20.731487,"American, Hawaiian",10,0,0,0,1,4.5,695
Monkeypod Kitchen by Merriman,216,Rest of Hawaii,Kihei,-156.4309473,20.6883746,Burger,40,0,0,0,3,4.2,485
Sansei Seafood Restaurant & Sushi Bar,216,Rest of Hawaii,Kihei,-156.452556,20.733554,"Japanese, Seafood, Sushi",40,0,0,0,3,4.2,807
Star Noodle,216,Rest of Hawaii,Lahaina,-156.674835,20.885226,Asian,10,0,0,0,1,4.6,723
Aloha Mixed Plate,216,Rest of Hawaii,Lahaina,-156.684967,20.886564,"Asian, Breakfast, Hawaiian",10,0,0,0,1,4.2,874
Gazebo,216,Rest of Hawaii,Lahaina,-156.667037,20.992316,"Breakfast, Burger",25,0,0,0,2,4.4,552
Hula Grill,216,Rest of Hawaii,Lahaina,-156.693821,20.921347,"Hawaiian, Seafood, Steak",40,0,0,0,3,4.3,1056
Kimo's,216,Rest of Hawaii,Lahaina,-156.680666,20.876127,"Hawaiian, Seafood, Steak",40,0,0,0,3,4.3,707
Mama's Fish House,216,Rest of Hawaii,Paia,-156.366445,20.929622,"Hawaiian, Seafood",70,0,0,0,4,4.9,1343
Marukame Udon,216,Rest of Hawaii,Waikiki,-157.825979,21.279476,Japanese,10,0,0,0,1,4.9,602
Yard House,216,Rest of Hawaii,Waikiki,-157.8312476,21.2794952,"American, Asian, Burger",40,0,0,0,3,4.6,1078
Lulu's Waikiki,216,Rest of Hawaii,Waikiki,-157.822716,21.271826,American,25,0,0,0,2,3.9,232
Duke's Waikiki,216,Rest of Hawaii,Waikiki,-157.827196,21.277583,"Hawaiian, Seafood, Steak",70,0,0,0,4,4.4,1492
Eggs 'n Things,216,Rest of Hawaii,Waikiki,-157.831538,21.280663,Breakfast,10,0,0,0,1,4.0,535
Roy's,216,Rest of Hawaii,Waikiki,-157.831176,21.279154,"Asian, European, Seafood",70,0,0,0,4,4.2,531
Wailana Coffee House,216,Rest of Hawaii,Waikiki,-157.836031,21.285396,"American, Breakfast, Hawaiian",25,0,0,0,2,4.2,694
The Lady & Sons,216,Savannah,Savannah,-81.0954,32.0804,Southern,40,0,0,0,3,3.3,1201
Green Truck Pub,216,Savannah,Savannah,-81.096647,32.052858,Burger,40,0,0,0,3,4.7,906
Leopold's Ice Cream,216,Savannah,Savannah,-81.0894,32.0785,"Desserts, Sandwich, Ice Cream",10,0,0,0,1,4.6,880
Mrs. Wilkes' Dining Room,216,Savannah,Savannah,-81.0955,32.0727,"American, Southern",40,0,0,0,3,4.5,1014
Zunzi's,216,Savannah,Savannah,-81.0911,32.0775,"International, Mediterranean, Sandwich",25,0,0,0,2,4.5,796
Moon River Brewing Company,216,Savannah,Savannah,-81.0916,32.0809,"American, Bar Food, Sandwich",25,0,0,0,2,3.7,747
Pirates' House Restaurant,216,Savannah,Savannah,-81.0844,32.0782,"American, Seafood, Steak",40,0,0,0,3,3.8,566
B. Matthew's Eatery,216,Savannah,Savannah,-81.0875,32.0798,"American, Breakfast",25,0,0,0,2,4.1,683
Crystal Beer Parlor,216,Savannah,Savannah,-81.0979,32.0735,"American, Bar Food",25,0,0,0,2,4.4,690
Goose Feathers Cafe and Bakery,216,Savannah,Savannah,-81.0941,32.0801,"Breakfast, Vegetarian",10,0,0,0,1,4.2,680
Henry's,216,Savannah,Savannah,-81.0905213,32.0794767,"American, Breakfast",10,0,0,0,1,4.1,287
Huey's On The River,216,Savannah,Savannah,-81.0897,32.0812,"Breakfast, Cajun",40,0,0,0,3,4.1,802
J. Christopher's,216,Savannah,Savannah,-81.091482,32.074495,"Breakfast, Diner, Sandwich",25,0,0,0,2,4.3,710
Lulu's Chocolate Bar,216,Savannah,Savannah,-81.097051,32.080742,"Coffee and Tea, Desserts",10,0,0,0,1,4.3,456
